word,level,language,source
übermorgen,A2,de,Goethe
übernachten,A2,de,Goethe
übernachtet,A2,de,Goethe
übersetzen,A2,de,Goethe
übersetzt,A2,de,Goethe
setzung,A2,de,Goethe
überweisen,A2,de,Goethe
überweist,A2,de,Goethe
umsteigen,A2,de,Goethe
steigt,A2,de,Goethe
umziehen,A2,de,Goethe
zieht,A2,de,Goethe
zog,A2,de,Goethe
vergleichen,A2,de,Goethe
vergleicht,A2,de,Goethe
verkaufen,A2,de,Goethe
verkauft,A2,de,Goethe
verletzen,A2,de,Goethe
verletzt,A2,de,Goethe
verlieben,A2,de,Goethe
verliebt,A2,de,Goethe
verlieren,A2,de,Goethe
verliert,A2,de,Goethe
vermieten,A2,de,Goethe
vermietet,A2,de,Goethe
verpassen,A2,de,Goethe
verpasst,A2,de,Goethe
verreisen,A2,de,Goethe
verreist,A2,de,Goethe
verschieben,A2,de,Goethe
verschiebt,A2,de,Goethe
verschieden,A2,de,Goethe
verstehen,A2,de,Goethe
versteht,A2,de,Goethe
versuchen,A2,de,Goethe
versucht,A2,de,Goethe
vielleicht,A2,de,Goethe
voll,A2,de,Goethe
waschen,A2,de,Goethe
wäscht,A2,de,Goethe
wechseln,A2,de,Goethe
wechselt,A2,de,Goethe
wecken,A2,de,Goethe
weckt,A2,de,Goethe
wegbringen,A2,de,Goethe
Warum,A2,de,Goethe
wegen,A2,de,Goethe
wehtun,A2,de,Goethe
weiblich,A2,de,Goethe
weich,A2,de,Goethe
weil,A2,de,Goethe
weinen,A2,de,Goethe
weit,A2,de,Goethe
weiter,A2,de,Goethe
welcher,A2,de,Goethe
Welchen,A2,de,Goethe
Welches,A2,de,Goethe
wenig,A2,de,Goethe
wenigstens,A2,de,Goethe
wollen,A2,de,Goethe
wollte,A2,de,Goethe
wunderbar,A2,de,Goethe
wünschen,A2,de,Goethe
zeichnen,A2,de,Goethe
zeichnet,A2,de,Goethe
zeigen,A2,de,Goethe
DEUTSCHPRÜFUNG,B1,de,Goethe
JUGENDLICHE,B1,de,Goethe
Ein,B1,de,Goethe
IMPRESSUM,B1,de,Goethe
Diese,B1,de,Goethe
ÖSD,B1,de,Goethe
angeboten,B1,de,Goethe
Gesamtkoordination,B1,de,Goethe
Michaela,B1,de,Goethe
Autoren,B1,de,Goethe
Manuela,B1,de,Goethe
Eva,B1,de,Goethe
Projektmitarbeiterinnen,B1,de,Goethe
Team,B1,de,Goethe
Fachliche,B1,de,Goethe
Annerose,B1,de,Goethe
Kathrin,B1,de,Goethe
Annette,B1,de,Goethe
Andreas,B1,de,Goethe
ISBN,B1,de,Goethe
Jede,B1,de,Goethe
schriftlichen,B1,de,Goethe
Hinweis,B1,de,Goethe
spielt,B1,de,Goethe
Schulen,B1,de,Goethe
Eingetragene,B1,de,Goethe
auch,B1,de,Goethe
sein,B1,de,Goethe
Schutzrechte,B1,de,Goethe
Herausgeber,B1,de,Goethe
Bereich,B1,de,Goethe
Dachauer,B1,de,Goethe
handelt,B1,de,Goethe
Verlag,B1,de,Goethe
Schweiz,B1,de,Goethe
Stufe,B1,de,Goethe
nen,B1,de,Goethe
ständigen,B1,de,Goethe
licht,B1,de,Goethe
Weniger,B1,de,Goethe
Zum,B1,de,Goethe
Sprachkurses,B1,de,Goethe
sche,B1,de,Goethe
für,B1,de,Goethe
Ausdrücke,B1,de,Goethe
Bearbeiten,B1,de,Goethe
Verständnis,B1,de,Goethe
Auswahlkriterium,B1,de,Goethe
lichen,B1,de,Goethe
Einige,B1,de,Goethe
alphabetischen,B1,de,Goethe
Wörter,B1,de,Goethe
gruppen,B1,de,Goethe
Auf,B1,de,Goethe
verzichtet,B1,de,Goethe
beispielsweise,B1,de,Goethe
ßen,B1,de,Goethe
Anspruch,B1,de,Goethe
Nebeneinträge,B1,de,Goethe
anfangen,B1,de,Goethe
fing,B1,de,Goethe
hat,B1,de,Goethe
Wie,B1,de,Goethe
Ansatz,B1,de,Goethe
Deutschen,B1,de,Goethe
vante,B1,de,Goethe
berücksichtigt,B1,de,Goethe
Sind,B1,de,Goethe
oder,B1,de,Goethe
Varianten,B1,de,Goethe
parken,B1,de,Goethe
CH,B1,de,Goethe
parkieren,B1,de,Goethe
parkierte,B1,de,Goethe
Wir,B1,de,Goethe
übergeordneten,B1,de,Goethe
bzw,B1,de,Goethe
ca,B1,de,Goethe
etc,B1,de,Goethe
bloggen,B1,de,Goethe
campen,B1,de,Goethe
chatten,B1,de,Goethe
checken,B1,de,Goethe
cool,B1,de,Goethe
faxen,B1,de,Goethe
fit,B1,de,Goethe
surfen,B1,de,Goethe
ankreuzen,B1,de,Goethe
kreuzt,B1,de,Goethe
kreuzte,B1,de,Goethe
lösen,B1,de,Goethe
Deutschland,B1,de,Goethe
Österreich,B1,de,Goethe
Biologie,B1,de,Goethe
Chemie,B1,de,Goethe
Geografie,B1,de,Goethe
Geschichte,B1,de,Goethe
hell-,B1,de,Goethe
blau,B1,de,Goethe
braun,B1,de,Goethe
gelb,B1,de,Goethe
grau,B1,de,Goethe
grün,B1,de,Goethe
lila,B1,de,Goethe
Angaben,B1,de,Goethe
Sprache,B1,de,Goethe
deutsch,B1,de,Goethe
Europa,B1,de,Goethe
europäisch,B1,de,Goethe
konservativ,B1,de,Goethe
liberal,B1,de,Goethe
Parlament,B1,de,Goethe
bis,B1,de,Goethe
heute,B1,de,Goethe
Berlin,B1,de,Goethe
Neujahr,B1,de,Goethe
Ostern,B1,de,Goethe
Pfingsten,B1,de,Goethe
ab,B1,de,Goethe
abbiegen,B1,de,Goethe
bog,B1,de,Goethe
aber,B1,de,Goethe
abfahren,B1,de,Goethe
fuhr,B1,de,Goethe
Abgase,B1,de,Goethe
abgeben,B1,de,Goethe
abhängen,B1,de,Goethe
abhängig,B1,de,Goethe
abheben,B1,de,Goethe
abholen,B1,de,Goethe
ähnlich,B1,de,Goethe
Situation,B1,de,Goethe
Geburtstag,B1,de,Goethe
Familien,B1,de,Goethe
aktiv,B1,de,Goethe
Sport,B1,de,Goethe
Kinder,B1,de,Goethe
itäten,B1,de,Goethe
aktuell,B1,de,Goethe
akzeptieren,B1,de,Goethe
akzeptierte,B1,de,Goethe
nicht,B1,de,Goethe
reinigen,B1,de,Goethe
all-,B1,de,Goethe
ist,B1,de,Goethe
allein,B1,de,Goethe
schaffe,B1,de,Goethe
schon,B1,de,Goethe
aller-,B1,de,Goethe
Bett,B1,de,Goethe
wirst,B1,de,Goethe
gesehen,B1,de,Goethe
allerdings,B1,de,Goethe
allgemein,B1,de,Goethe
Probleme,B1,de,Goethe
hier,B1,de,Goethe
Arbeit,B1,de,Goethe
kochen,B1,de,Goethe
günstige,B1,de,Goethe
ander-,B1,de,Goethe
gegangen,B1,de,Goethe
Chinesisch,B1,de,Goethe
andererseits,B1,de,Goethe
Geld,B1,de,Goethe
ändern,B1,de,Goethe
geändert,B1,de,Goethe
anders,B1,de,Goethe
anerkennen,B1,de,Goethe
erkannte,B1,de,Goethe
Anfang,B1,de,Goethe
viele,B1,de,Goethe
dagegen,B1,de,Goethe
Straße,B1,de,Goethe
anfangs,B1,de,Goethe
angeben,B1,de,Goethe
Geburtsdatum,B1,de,Goethe
angenehm,B1,de,Goethe
Reise,B1,de,Goethe
anschaffen,B1,de,Goethe
schaffte,B1,de,Goethe
anschließen,B1,de,Goethe
schloss,B1,de,Goethe
anschnallen,B1,de,Goethe
schnallte,B1,de,Goethe
ansehen,B1,de,Goethe
ansprechen,B1,de,Goethe
sprach,B1,de,Goethe
anstellen,B1,de,Goethe
stellte,B1,de,Goethe
sich,B1,de,Goethe
anstrengend,B1,de,Goethe
anwenden,B1,de,Goethe
wandte,B1,de,Goethe
anwesend,B1,de,Goethe
antworten,B1,de,Goethe
antwortete,B1,de,Goethe
wortet,B1,de,Goethe
ärgerte,B1,de,Goethe
immer,B1,de,Goethe
habe,B1,de,Goethe
gestritten,B1,de,Goethe
ärgerlich,B1,de,Goethe
arm,B1,de,Goethe
Nachbarländern,B1,de,Goethe
gebrochen,B1,de,Goethe
Arten,B1,de,Goethe
Weise,B1,de,Goethe
gelesen,B1,de,Goethe
bitten,B1,de,Goethe
atmen,B1,de,Goethe
es,B1,de,Goethe
Warum,B1,de,Goethe
Abendzeitung,B1,de,Goethe
gemeldet,B1,de,Goethe
aufs,B1,de,Goethe
aufpassen,B1,de,Goethe
passte,B1,de,Goethe
aufräumen,B1,de,Goethe
räumte,B1,de,Goethe
aufregen,B1,de,Goethe
regte,B1,de,Goethe
aufstehen,B1,de,Goethe
stand,B1,de,Goethe
auftreten,B1,de,Goethe
trat,B1,de,Goethe
aufwachen,B1,de,Goethe
wachte,B1,de,Goethe
aufwärts,B1,de,Goethe
Lift,B1,de,Goethe
aus,B1,de,Goethe
ausländisch,B1,de,Goethe
ausmachen,B1,de,Goethe
machte,B1,de,Goethe
ausreichen,B1,de,Goethe
ichte,B1,de,Goethe
ausreichend,B1,de,Goethe
ausrichten,B1,de,Goethe
richtete,B1,de,Goethe
ruhte,B1,de,Goethe
ausschließen,B1,de,Goethe
ausschließlich,B1,de,Goethe
aussehen,B1,de,Goethe
sah,B1,de,Goethe
außen,B1,de,Goethe
außerhalb,B1,de,Goethe
äußerlich,B1,de,Goethe
außer,B1,de,Goethe
außerdem,B1,de,Goethe
backen,B1,de,Goethe
backte,B1,de,Goethe
baden,B1,de,Goethe
gebadet,B1,de,Goethe
S-Bahn,B1,de,Goethe
bald,B1,de,Goethe
Geldautomat,B1,de,Goethe
bedienen,B1,de,Goethe
bediente,B1,de,Goethe
beeilte,B1,de,Goethe
beenden,B1,de,Goethe
beendete,B1,de,Goethe
befreit,B1,de,Goethe
befriedigend,B1,de,Goethe
begegnen,B1,de,Goethe
begegnete,B1,de,Goethe
begeistert,B1,de,Goethe
beginnen,B1,de,Goethe
begann,B1,de,Goethe
begleiten,B1,de,Goethe
begleitete,B1,de,Goethe
begrenzt,B1,de,Goethe
begründen,B1,de,Goethe
begründete,B1,de,Goethe
begrüßen,B1,de,Goethe
begrüßte,B1,de,Goethe
behalten,B1,de,Goethe
behandeln,B1,de,Goethe
behandelte,B1,de,Goethe
beleidigen,B1,de,Goethe
beleidigte,B1,de,Goethe
beliebt,B1,de,Goethe
bemerken,B1,de,Goethe
bemerkte,B1,de,Goethe
bemühte,B1,de,Goethe
benötigen,B1,de,Goethe
benötigte,B1,de,Goethe
benutzen,B1,de,Goethe
benutzte,B1,de,Goethe
beobachten,B1,de,Goethe
beobachtete,B1,de,Goethe
bequem,B1,de,Goethe
beraten,B1,de,Goethe
berechnen,B1,de,Goethe
berechnete,B1,de,Goethe
bereit,B1,de,Goethe
bereits,B1,de,Goethe
besetzen,B1,de,Goethe
besetzte,B1,de,Goethe
besichtigen,B1,de,Goethe
besichtigte,B1,de,Goethe
besitzen,B1,de,Goethe
besonder-,B1,de,Goethe
besorgen,B1,de,Goethe
besorgte,B1,de,Goethe
besprechen,B1,de,Goethe
besprach,B1,de,Goethe
bestätigen,B1,de,Goethe
bestätigte,B1,de,Goethe
bestehen,B1,de,Goethe
bestand,B1,de,Goethe
bestellen,B1,de,Goethe
bestellte,B1,de,Goethe
bestimmt,B1,de,Goethe
bestrafen,B1,de,Goethe
bestrafte,B1,de,Goethe
besuchen,B1,de,Goethe
besuchte,B1,de,Goethe
bezahlen,B1,de,Goethe
bezahlte,B1,de,Goethe
bieten,B1,de,Goethe
Fahrkarte,B1,de,Goethe
billig,B1,de,Goethe
Bio-,B1,de,Goethe
bisher,B1,de,Goethe
besonders,B1,de,Goethe
Ich,B1,de,Goethe
An,B1,de,Goethe
mieten,B1,de,Goethe
bekommen,B1,de,Goethe
böse,B1,de,Goethe
Hoffentlich,B1,de,Goethe
sieht,B1,de,Goethe
braten,B1,de,Goethe
Nehmen,B1,de,Goethe
brauchen,B1,de,Goethe
brauchte,B1,de,Goethe
braucht,B1,de,Goethe
Woche,B1,de,Goethe
kommen,B1,de,Goethe
brechen,B1,de,Goethe
breit,B1,de,Goethe
einen,B1,de,Goethe
Welche,B1,de,Goethe
bremsen,B1,de,Goethe
bremste,B1,de,Goethe
Du,B1,de,Goethe
kontrollieren,B1,de,Goethe
brennen,B1,de,Goethe
gebrannt,B1,de,Goethe
buchstabieren,B1,de,Goethe
biert,B1,de,Goethe
bunt,B1,de,Goethe
damals,B1,de,Goethe
lernen,B1,de,Goethe
damit,B1,de,Goethe
danach,B1,de,Goethe
grillen,B1,de,Goethe
daneben,B1,de,Goethe
danken,B1,de,Goethe
dankbar,B1,de,Goethe
Hilfe,B1,de,Goethe
dann,B1,de,Goethe
komme,B1,de,Goethe
darstellen,B1,de,Goethe
dieser,B1,de,Goethe
dass,B1,de,Goethe
Party,B1,de,Goethe
vergessen,B1,de,Goethe
Ihnen,B1,de,Goethe
Computer,B1,de,Goethe
Detail,B1,de,Goethe
deutlich,B1,de,Goethe
dicht,B1,de,Goethe
zieht,B1,de,Goethe
dick,B1,de,Goethe
essen,B1,de,Goethe
Tasche,B1,de,Goethe
dienen,B1,de,Goethe
Beziehungen,B1,de,Goethe
Aufenthaltsraum,B1,de,Goethe
gedient,B1,de,Goethe
Frühdienst,B1,de,Goethe
dies-,B1,de,Goethe
diesmal,B1,de,Goethe
gewonnen,B1,de,Goethe
digital,B1,de,Goethe
geht,B1,de,Goethe
direkt,B1,de,Goethe
Haus,B1,de,Goethe
drehen,B1,de,Goethe
Kreis,B1,de,Goethe
um,B1,de,Goethe
dringend,B1,de,Goethe
drin,B1,de,Goethe
angenehmer,B1,de,Goethe
Drogerie,B1,de,Goethe
drüben,B1,de,Goethe
drucken,B1,de,Goethe
Prospekte,B1,de,Goethe
meinen,B1,de,Goethe
drücken,B1,de,Goethe
vorderen,B1,de,Goethe
dumm,B1,de,Goethe
mir,B1,de,Goethe
dunkel,B1,de,Goethe
gekauft,B1,de,Goethe
dünn,B1,de,Goethe
wenig,B1,de,Goethe
Mantel,B1,de,Goethe
durch,B1,de,Goethe
Wald,B1,de,Goethe
men,B1,de,Goethe
echt,B1,de,Goethe
Eck,B1,de,Goethe
Ecke,B1,de,Goethe
eckig,B1,de,Goethe
egal,B1,de,Goethe
Ehemann,B1,de,Goethe
eher,B1,de,Goethe
ehrlich,B1,de,Goethe
eigen-,B1,de,Goethe
eigentlich,B1,de,Goethe
eignete,B1,de,Goethe
beeinflussen,B1,de,Goethe
beeinflusste,B1,de,Goethe
einfügen,B1,de,Goethe
fügte,B1,de,Goethe
einführen,B1,de,Goethe
führte,B1,de,Goethe
einheitlich,B1,de,Goethe
einig-,B1,de,Goethe
einigte,B1,de,Goethe
einkaufen,B1,de,Goethe
kaufte,B1,de,Goethe
einladen,B1,de,Goethe
einmal,B1,de,Goethe
einnehmen,B1,de,Goethe
nahm,B1,de,Goethe
einzahlen,B1,de,Goethe
zahlte,B1,de,Goethe
einzeln,B1,de,Goethe
Einzel-,B1,de,Goethe
einzig-,B1,de,Goethe
einziehen,B1,de,Goethe
zog,B1,de,Goethe
elegant,B1,de,Goethe
elektrisch,B1,de,Goethe
Elektro-,B1,de,Goethe
elektronisch,B1,de,Goethe
empfangen,B1,de,Goethe
empfing,B1,de,Goethe
empfehlen,B1,de,Goethe
empfahl,B1,de,Goethe
entscheiden,B1,de,Goethe
entschied,B1,de,Goethe
entschließt,B1,de,Goethe
entschloss,B1,de,Goethe
entschlossen,B1,de,Goethe
entschuldigen,B1,de,Goethe
entschuldigt,B1,de,Goethe
entschuldigte,B1,de,Goethe
entsorgen,B1,de,Goethe
entsorgte,B1,de,Goethe
entspannend,B1,de,Goethe
entstehen,B1,de,Goethe
entstand,B1,de,Goethe
enttäuschen,B1,de,Goethe
enttäuschte,B1,de,Goethe
täuscht,B1,de,Goethe
entweder,B1,de,Goethe
entwickeln,B1,de,Goethe
entwickelte,B1,de,Goethe
erholt,B1,de,Goethe
erholte,B1,de,Goethe
erinnern,B1,de,Goethe
erinnerte,B1,de,Goethe
erkältete,B1,de,Goethe
erkältet,B1,de,Goethe
erkennen,B1,de,Goethe
erklären,B1,de,Goethe
erkundigt,B1,de,Goethe
erlauben,B1,de,Goethe
erlaubte,B1,de,Goethe
erleben,B1,de,Goethe
erst-,B1,de,Goethe
Urlaub,B1,de,Goethe
erstellen,B1,de,Goethe
erstellte,B1,de,Goethe
erwachsen,B1,de,Goethe
erwarten,B1,de,Goethe
erwartete,B1,de,Goethe
wieder,B1,de,Goethe
erzählen,B1,de,Goethe
erzählte,B1,de,Goethe
musst,B1,de,Goethe
erziehen,B1,de,Goethe
kaputt,B1,de,Goethe
Nein,B1,de,Goethe
Fragen,B1,de,Goethe
Sie,B1,de,Goethe
zu,B1,de,Goethe
Stock,B1,de,Goethe
etwa,B1,de,Goethe
Kilometer,B1,de,Goethe
Kühe,B1,de,Goethe
verletzt,B1,de,Goethe
Fahrer,B1,de,Goethe
Rad,B1,de,Goethe
fair,B1,de,Goethe
schutzfaktor,B1,de,Goethe
Hause,B1,de,Goethe
fallen,B1,de,Goethe
gefallen,B1,de,Goethe
null,B1,de,Goethe
fällig,B1,de,Goethe
falls,B1,de,Goethe
Picknick,B1,de,Goethe
falsch,B1,de,Goethe
Nummer,B1,de,Goethe
Personenstand,B1,de,Goethe
fangen,B1,de,Goethe
Fantasie,B1,de,Goethe
Ferien-,B1,de,Goethe
fernsehen,B1,de,Goethe
fertig,B1,de,Goethe
fest,B1,de,Goethe
festhalten,B1,de,Goethe
hielt,B1,de,Goethe
festlegen,B1,de,Goethe
legte,B1,de,Goethe
festnehmen,B1,de,Goethe
festsetzen,B1,de,Goethe
zte,B1,de,Goethe
feststehen,B1,de,Goethe
feststellen,B1,de,Goethe
fett,B1,de,Goethe
flexibel,B1,de,Goethe
fliegen,B1,de,Goethe
fliehen,B1,de,Goethe
fließen,B1,de,Goethe
geflossen,B1,de,Goethe
Korridor,B1,de,Goethe
folgen,B1,de,Goethe
fordern,B1,de,Goethe
fördern,B1,de,Goethe
freiwillig,B1,de,Goethe
fremd,B1,de,Goethe
fressen,B1,de,Goethe
freute,B1,de,Goethe
frieren,B1,de,Goethe
frisch,B1,de,Goethe
froh,B1,de,Goethe
Früchte,B1,de,Goethe
früh,B1,de,Goethe
furchtbar,B1,de,Goethe
fürchtete,B1,de,Goethe
Fußgängerzone,B1,de,Goethe
füttern,B1,de,Goethe
Gang,B1,de,Goethe
Suppe,B1,de,Goethe
ganz,B1,de,Goethe
gegessen,B1,de,Goethe
gar,B1,de,Goethe
garantieren,B1,de,Goethe
garantierte,B1,de,Goethe
Jahr,B1,de,Goethe
geehrt,B1,de,Goethe
geeignet,B1,de,Goethe
drei,B1,de,Goethe
Gefahr,B1,de,Goethe
gehen,B1,de,Goethe
lässt,B1,de,Goethe
ließ,B1,de,Goethe
lassen,B1,de,Goethe
verurteilt,B1,de,Goethe
gegen,B1,de,Goethe
Tierversuchen,B1,de,Goethe
sehr,B1,de,Goethe
Gegend,B1,de,Goethe
starkem,B1,de,Goethe
ziemlich,B1,de,Goethe
Gegenstände,B1,de,Goethe
liegen,B1,de,Goethe
Bruder,B1,de,Goethe
gelten,B1,de,Goethe
als,B1,de,Goethe
gemeinsam,B1,de,Goethe
helfe,B1,de,Goethe
machen,B1,de,Goethe
mit,B1,de,Goethe
Bauern,B1,de,Goethe
gemütlich,B1,de,Goethe
Wohnung,B1,de,Goethe
genau,B1,de,Goethe
genauso,B1,de,Goethe
Schwester,B1,de,Goethe
genehmigen,B1,de,Goethe
genehmigte,B1,de,Goethe
Generationen,B1,de,Goethe
genießen,B1,de,Goethe
genug,B1,de,Goethe
genügen,B1,de,Goethe
gelassen,B1,de,Goethe
gerade,B1,de,Goethe
geradeaus,B1,de,Goethe
Kreuzung,B1,de,Goethe
gebraucht,B1,de,Goethe
gerecht,B1,de,Goethe
gespannt,B1,de,Goethe
gewinnt,B1,de,Goethe
Gespräch,B1,de,Goethe
gestern,B1,de,Goethe
gesund,B1,de,Goethe
achten,B1,de,Goethe
vorkommt,B1,de,Goethe
öffnen,B1,de,Goethe
Interessen,B1,de,Goethe
hängt,B1,de,Goethe
Gewicht,B1,de,Goethe
gewinnen,B1,de,Goethe
gewann,B1,de,Goethe
macht,B1,de,Goethe
gewöhnen,B1,de,Goethe
gewöhnte,B1,de,Goethe
aufzustehen,B1,de,Goethe
jeden,B1,de,Goethe
gewohnt,B1,de,Goethe
gewöhnlich,B1,de,Goethe
gratulieren,B1,de,Goethe
gratulierte,B1,de,Goethe
gratis,B1,de,Goethe
greifen,B1,de,Goethe
grillieren,B1,de,Goethe
grillierte,B1,de,Goethe
groß,B1,de,Goethe
Groß-,B1,de,Goethe
gründen,B1,de,Goethe
gründete,B1,de,Goethe
unbedingt,B1,de,Goethe
hageln,B1,de,Goethe
Poulet,B1,de,Goethe
halb,B1,de,Goethe
halben,B1,de,Goethe
Halbpension,B1,de,Goethe
halbtags,B1,de,Goethe
Deshalb,B1,de,Goethe
bekommt,B1,de,Goethe
vorbei,B1,de,Goethe
nur,B1,de,Goethe
Hallenbad,B1,de,Goethe
hallo,B1,de,Goethe
halt,B1,de,Goethe
Schade,B1,de,Goethe
haltbar,B1,de,Goethe
halten,B1,de,Goethe
geschlossen,B1,de,Goethe
Hausordnung,B1,de,Goethe
bauen,B1,de,Goethe
mann,B1,de,Goethe
heben,B1,de,Goethe
heim,B1,de,Goethe
heimlich,B1,de,Goethe
heiraten,B1,de,Goethe
heiratete,B1,de,Goethe
heiß,B1,de,Goethe
heißen,B1,de,Goethe
heizen,B1,de,Goethe
herunter,B1,de,Goethe
Herz,B1,de,Goethe
herzlich,B1,de,Goethe
nachmittags,B1,de,Goethe
zurück,B1,de,Goethe
Internet,B1,de,Goethe
heutig-,B1,de,Goethe
mehr,B1,de,Goethe
Aussicht,B1,de,Goethe
nung,B1,de,Goethe
hinterlassen,B1,de,Goethe
hierher,B1,de,Goethe
gibt,B1,de,Goethe
hinunter,B1,de,Goethe
wirft,B1,de,Goethe
hinten,B1,de,Goethe
Garten,B1,de,Goethe
hinterließ,B1,de,Goethe
hinterher,B1,de,Goethe
gelernt,B1,de,Goethe
hinweisen,B1,de,Goethe
wies,B1,de,Goethe
gestattet,B1,de,Goethe
hübsch,B1,de,Goethe
hungrig,B1,de,Goethe
hupen,B1,de,Goethe
husten,B1,de,Goethe
ideal,B1,de,Goethe
illegal,B1,de,Goethe
Jause,B1,de,Goethe
Insel,B1,de,Goethe
insgesamt,B1,de,Goethe
installieren,B1,de,Goethe
installierte,B1,de,Goethe
kleinen,B1,de,Goethe
integrieren,B1,de,Goethe
tegrierte,B1,de,Goethe
besser,B1,de,Goethe
Integration,B1,de,Goethe
intelligent,B1,de,Goethe
gut,B1,de,Goethe
intensiv,B1,de,Goethe
interessieren,B1,de,Goethe
interessierte,B1,de,Goethe
Handarbeit,B1,de,Goethe
interessiert,B1,de,Goethe
interkulturell,B1,de,Goethe
interkulturelles,B1,de,Goethe
international,B1,de,Goethe
China,B1,de,Goethe
bekannt,B1,de,Goethe
jederzeit,B1,de,Goethe
jedes,B1,de,Goethe
jedoch,B1,de,Goethe
Erfolg,B1,de,Goethe
jemals,B1,de,Goethe
jemand,B1,de,Goethe
leihen,B1,de,Goethe
jetzt,B1,de,Goethe
ness-Studio,B1,de,Goethe
meinem,B1,de,Goethe
nie,B1,de,Goethe
jeweils,B1,de,Goethe
donnerstags,B1,de,Goethe
Jugendherberge,B1,de,Goethe
jung,B1,de,Goethe
Leute,B1,de,Goethe
Bub,B1,de,Goethe
kaputtmachen,B1,de,Goethe
nacht,B1,de,Goethe
Möhre,B1,de,Goethe
dapfel,B1,de,Goethe
Kasten,B1,de,Goethe
klagen,B1,de,Goethe
klappen,B1,de,Goethe
klar,B1,de,Goethe
klären,B1,de,Goethe
klasse,B1,de,Goethe
Schularbeit,B1,de,Goethe
kleben,B1,de,Goethe
klein,B1,de,Goethe
klettern,B1,de,Goethe
kletterte,B1,de,Goethe
klicken,B1,de,Goethe
komisch,B1,de,Goethe
mal,B1,de,Goethe
viel,B1,de,Goethe
suchen,B1,de,Goethe
Schrank,B1,de,Goethe
Abteilungen,B1,de,Goethe
komplett,B1,de,Goethe
eingerichtet,B1,de,Goethe
kompliziert,B1,de,Goethe
tern,B1,de,Goethe
können,B1,de,Goethe
fahren,B1,de,Goethe
regnet,B1,de,Goethe
kosten,B1,de,Goethe
kostenlos,B1,de,Goethe
probieren,B1,de,Goethe
krank,B1,de,Goethe
kreativ,B1,de,Goethe
Länder,B1,de,Goethe
kulturell,B1,de,Goethe
zwischen,B1,de,Goethe
Kunden,B1,de,Goethe
kündigen,B1,de,Goethe
kündigte,B1,de,Goethe
Kunst,B1,de,Goethe
Musikerin,B1,de,Goethe
künstlich,B1,de,Goethe
Deutschkurs,B1,de,Goethe
Computerraum,B1,de,Goethe
Kurven,B1,de,Goethe
einer,B1,de,Goethe
kurz,B1,de,Goethe
geklingelt,B1,de,Goethe
gekommen,B1,de,Goethe
gezogen,B1,de,Goethe
kürzlich,B1,de,Goethe
gesprochen,B1,de,Goethe
wegfahren,B1,de,Goethe
lang,B1,de,Goethe
Brief,B1,de,Goethe
kürzer,B1,de,Goethe
Länge,B1,de,Goethe
lange,B1,de,Goethe
Hamburg,B1,de,Goethe
warten,B1,de,Goethe
langsam,B1,de,Goethe
längst,B1,de,Goethe
langweilig,B1,de,Goethe
langweilte,B1,de,Goethe
schrecklichen,B1,de,Goethe
schneiden,B1,de,Goethe
Stunde,B1,de,Goethe
Laster,B1,de,Goethe
gedauert,B1,de,Goethe
leicht,B1,de,Goethe
leid,B1,de,Goethe
leiden,B1,de,Goethe
leider,B1,de,Goethe
leise,B1,de,Goethe
leisten,B1,de,Goethe
leiten,B1,de,Goethe
links,B1,de,Goethe
loben,B1,de,Goethe
locker,B1,de,Goethe
lohnte,B1,de,Goethe
losfahren,B1,de,Goethe
löschen,B1,de,Goethe
malen,B1,de,Goethe
man,B1,de,Goethe
manch-,B1,de,Goethe
manchmal,B1,de,Goethe
männlich,B1,de,Goethe
Aprikose,B1,de,Goethe
markieren,B1,de,Goethe
markierte,B1,de,Goethe
meinetwegen,B1,de,Goethe
Auto,B1,de,Goethe
hast,B1,de,Goethe
meist-,B1,de,Goethe
Meiste,B1,de,Goethe
Nachbarn,B1,de,Goethe
Ja,B1,de,Goethe
Meister,B1,de,Goethe
melden,B1,de,Goethe
Versicherung,B1,de,Goethe
große,B1,de,Goethe
menschlich,B1,de,Goethe
merken,B1,de,Goethe
vergesse,B1,de,Goethe
merkwürdig,B1,de,Goethe
Job,B1,de,Goethe
Personen,B1,de,Goethe
miteinander,B1,de,Goethe
Konzert,B1,de,Goethe
mitteilen,B1,de,Goethe
teilte,B1,de,Goethe
Grippe,B1,de,Goethe
mitten,B1,de,Goethe
Stadt,B1,de,Goethe
angekommen,B1,de,Goethe
mittler-,B1,de,Goethe
Plätze,B1,de,Goethe
mittlerweile,B1,de,Goethe
tlerweile,B1,de,Goethe
gewöhnt,B1,de,Goethe
möbliert,B1,de,Goethe
möchten,B1,de,Goethe
Meer,B1,de,Goethe
Mobilbox,B1,de,Goethe
Mobilität,B1,de,Goethe
mündlich,B1,de,Goethe
Museum,B1,de,Goethe
Klavier,B1,de,Goethe
Muskeln,B1,de,Goethe
müssen,B1,de,Goethe
arbeiten,B1,de,Goethe
wenn,B1,de,Goethe
fremden,B1,de,Goethe
mutig,B1,de,Goethe
Meinung,B1,de,Goethe
Kindern,B1,de,Goethe
nach,B1,de,Goethe
beeilen,B1,de,Goethe
Nahrungsmittel,B1,de,Goethe
nämlich,B1,de,Goethe
lich,B1,de,Goethe
nass,B1,de,Goethe
Wohnzimmer,B1,de,Goethe
stark,B1,de,Goethe
natürlich,B1,de,Goethe
neblig,B1,de,Goethe
neben,B1,de,Goethe
